date,brand_name,total_sales
19/08/2024,Medisol,14
20/08/2024,Medisol,20
21/08/2024,Medisol,5
22/08/2024,Medisol,17
23/08/2024,Medisol,8
24/08/2024,Medisol,22
25/08/2024,Medisol,21
26/08/2024,Medisol,23
27/08/2024,Medisol,15
28/08/2024,Medisol,12
29/08/2024,Medisol,0
30/08/2024,Medisol,22
31/08/2024,Medisol,23
1/9/2024,Medisol,16
2/9/2024,Medisol,16
3/9/2024,Medisol,7
4/9/2024,Medisol,8
5/9/2024,Medisol,14
6/9/2024,Medisol,19
7/9/2024,Medisol,21
8/9/2024,Medisol,13
9/9/2024,Medisol,10
10/9/2024,Medisol,15
11/9/2024,Medisol,17
12/9/2024,Medisol,14
13/09/2024,Medisol,25
14/09/2024,Medisol,16
15/09/2024,Medisol,18
16/09/2024,Medisol,12
17/09/2024,Medisol,24
18/09/2024,Medisol,18
19/09/2024,Medisol,22
20/09/2024,Medisol,9
21/09/2024,Medisol,23
22/09/2024,Medisol,14
23/09/2024,Medisol,24
24/09/2024,Medisol,23
25/09/2024,Medisol,24
26/09/2024,Medisol,26
27/09/2024,Medisol,24
28/09/2024,Medisol,18
29/09/2024,Medisol,8
30/09/2024,Medisol,23
1/10/2024,Medisol,12
2/10/2024,Medisol,11
3/10/2024,Medisol,5
4/10/2024,Medisol,17
5/10/2024,Medisol,14
6/10/2024,Medisol,2
7/10/2024,Medisol,17
8/10/2024,Medisol,14
9/10/2024,Medisol,9
10/10/2024,Medisol,21
11/10/2024,Medisol,14
12/10/2024,Medisol,8
13/10/2024,Medisol,13
14/10/2024,Medisol,15
15/10/2024,Medisol,12
16/10/2024,Medisol,8
17/10/2024,Medisol,10
18/10/2024,Medisol,13
19/10/2024,Medisol,16
20/10/2024,Medisol,21
21/10/2024,Medisol,12
22/10/2024,Medisol,17
23/10/2024,Medisol,10
24/10/2024,Medisol,7
25/10/2024,Medisol,9
26/10/2024,Medisol,9
27/10/2024,Medisol,13
28/10/2024,Medisol,13
29/10/2024,Medisol,15
30/10/2024,Medisol,9
31/10/2024,Medisol,14
1/11/2024,Medisol,3
2/11/2024,Medisol,8
3/11/2024,Medisol,10
4/11/2024,Medisol,9
5/11/2024,Medisol,8
6/11/2024,Medisol,7
7/11/2024,Medisol,12
8/11/2024,Medisol,10
9/11/2024,Medisol,7
10/11/2024,Medisol,5
11/11/2024,Medisol,4
12/11/2024,Medisol,8
13/11/2024,Medisol,5
14/11/2024,Medisol,12
15/11/2024,Medisol,6
16/11/2024,Medisol,11
17/11/2024,Medisol,12
18/11/2024,Medisol,4
19/11/2024,Medisol,8
20/11/2024,Medisol,7
21/11/2024,Medisol,5
22/11/2024,Medisol,8
23/11/2024,Medisol,4
24/11/2024,Medisol,9
25/11/2024,Medisol,8
26/11/2024,Medisol,12
27/11/2024,Medisol,11
28/11/2024,Medisol,10
29/11/2024,Medisol,9
30/11/2024,Medisol,17
1/12/2024,Medisol,7
2/12/2024,Medisol,9
3/12/2024,Medisol,8
4/12/2024,Medisol,5
5/12/2024,Medisol,10
6/12/2024,Medisol,6
7/12/2024,Medisol,8
8/12/2024,Medisol,8
9/12/2024,Medisol,8
10/12/2024,Medisol,12
11/12/2024,Medisol,5
12/12/2024,Medisol,3
13/12/2024,Medisol,7
14/12/2024,Medisol,6
15/12/2024,Medisol,7
16/12/2024,Medisol,9
17/12/2024,Medisol,4
18/12/2024,Medisol,8
19/12/2024,Medisol,3
20/12/2024,Medisol,3
21/12/2024,Medisol,6
22/12/2024,Medisol,10
23/12/2024,Medisol,11
24/12/2024,Medisol,2
25/12/2024,Medisol,6
26/12/2024,Medisol,7
27/12/2024,Medisol,3
28/12/2024,Medisol,11
29/12/2024,Medisol,8
30/12/2024,Medisol,2
31/12/2024,Medisol,21
1/1/2025,Medisol,9
2/1/2025,Medisol,5
3/1/2025,Medisol,12
4/1/2025,Medisol,11
5/1/2025,Medisol,13
6/1/2025,Medisol,9
7/1/2025,Medisol,16
8/1/2025,Medisol,8
9/1/2025,Medisol,10
10/1/2025,Medisol,12
11/1/2025,Medisol,8
12/1/2025,Medisol,15
13/01/2025,Medisol,12
14/01/2025,Medisol,11
15/01/2025,Medisol,19
16/01/2025,Medisol,22
17/01/2025,Medisol,8
18/01/2025,Medisol,25
19/01/2025,Medisol,26
20/01/2025,Medisol,20
21/01/2025,Medisol,6
22/01/2025,Medisol,19
23/01/2025,Medisol,25
24/01/2025,Medisol,12
25/01/2025,Medisol,6
26/01/2025,Medisol,5
27/01/2025,Medisol,17
28/01/2025,Medisol,5
29/01/2025,Medisol,8
30/01/2025,Medisol,10
31/01/2025,Medisol,21
1/2/2025,Medisol,5
2/2/2025,Medisol,17
3/2/2025,Medisol,13
4/2/2025,Medisol,3
5/2/2025,Medisol,8
6/2/2025,Medisol,5
7/2/2025,Medisol,14
8/2/2025,Medisol,10
9/2/2025,Medisol,21
10/2/2025,Medisol,16
11/2/2025,Medisol,10
12/2/2025,Medisol,11
13/02/2025,Medisol,6
14/02/2025,Medisol,10
15/02/2025,Medisol,7
16/02/2025,Medisol,11
17/02/2025,Medisol,17
18/02/2025,Medisol,11
19/02/2025,Medisol,7
20/02/2025,Medisol,16
1/1/2024,ORS (Oral Rehydration Salts),7
2/1/2024,ORS (Oral Rehydration Salts),8
3/1/2024,ORS (Oral Rehydration Salts),14
4/1/2024,ORS (Oral Rehydration Salts),10
5/1/2024,ORS (Oral Rehydration Salts),9
6/1/2024,ORS (Oral Rehydration Salts),6
7/1/2024,ORS (Oral Rehydration Salts),15
8/1/2024,ORS (Oral Rehydration Salts),5
9/1/2024,ORS (Oral Rehydration Salts),10
10/1/2024,ORS (Oral Rehydration Salts),6
11/1/2024,ORS (Oral Rehydration Salts),3
12/1/2024,ORS (Oral Rehydration Salts),3
13/01/2024,ORS (Oral Rehydration Salts),5
14/01/2024,ORS (Oral Rehydration Salts),5
15/01/2024,ORS (Oral Rehydration Salts),6
16/01/2024,ORS (Oral Rehydration Salts),7
17/01/2024,ORS (Oral Rehydration Salts),6
18/01/2024,ORS (Oral Rehydration Salts),3
19/01/2024,ORS (Oral Rehydration Salts),14
20/01/2024,ORS (Oral Rehydration Salts),8
21/01/2024,ORS (Oral Rehydration Salts),5
22/01/2024,ORS (Oral Rehydration Salts),8
23/01/2024,ORS (Oral Rehydration Salts),7
24/01/2024,ORS (Oral Rehydration Salts),8
25/01/2024,ORS (Oral Rehydration Salts),4
26/01/2024,ORS (Oral Rehydration Salts),7
27/01/2024,ORS (Oral Rehydration Salts),22
28/01/2024,ORS (Oral Rehydration Salts),3
29/01/2024,ORS (Oral Rehydration Salts),4
30/01/2024,ORS (Oral Rehydration Salts),10
31/01/2024,ORS (Oral Rehydration Salts),19
1/2/2024,ORS (Oral Rehydration Salts),8
2/2/2024,ORS (Oral Rehydration Salts),6
3/2/2024,ORS (Oral Rehydration Salts),11
4/2/2024,ORS (Oral Rehydration Salts),10
5/2/2024,ORS (Oral Rehydration Salts),2
6/2/2024,ORS (Oral Rehydration Salts),10
7/2/2024,ORS (Oral Rehydration Salts),9
8/2/2024,ORS (Oral Rehydration Salts),11
9/2/2024,ORS (Oral Rehydration Salts),8
10/2/2024,ORS (Oral Rehydration Salts),15
11/2/2024,ORS (Oral Rehydration Salts),0
12/2/2024,ORS (Oral Rehydration Salts),5
13/02/2024,ORS (Oral Rehydration Salts),9
14/02/2024,ORS (Oral Rehydration Salts),14
15/02/2024,ORS (Oral Rehydration Salts),5
16/02/2024,ORS (Oral Rehydration Salts),7
17/02/2024,ORS (Oral Rehydration Salts),10
18/02/2024,ORS (Oral Rehydration Salts),7
19/02/2024,ORS (Oral Rehydration Salts),8
20/02/2024,ORS (Oral Rehydration Salts),14
21/02/2024,ORS (Oral Rehydration Salts),4
22/02/2024,ORS (Oral Rehydration Salts),12
23/02/2024,ORS (Oral Rehydration Salts),3
24/02/2024,ORS (Oral Rehydration Salts),3
25/02/2024,ORS (Oral Rehydration Salts),13
26/02/2024,ORS (Oral Rehydration Salts),9
27/02/2024,ORS (Oral Rehydration Salts),6
28/02/2024,ORS (Oral Rehydration Salts),15
29/02/2024,ORS (Oral Rehydration Salts),13
1/3/2024,ORS (Oral Rehydration Salts),10
2/3/2024,ORS (Oral Rehydration Salts),5
3/3/2024,ORS (Oral Rehydration Salts),16
4/3/2024,ORS (Oral Rehydration Salts),5
5/3/2024,ORS (Oral Rehydration Salts),5
6/3/2024,ORS (Oral Rehydration Salts),9
7/3/2024,ORS (Oral Rehydration Salts),3
8/3/2024,ORS (Oral Rehydration Salts),18
9/3/2024,ORS (Oral Rehydration Salts),8
10/3/2024,ORS (Oral Rehydration Salts),19
11/3/2024,ORS (Oral Rehydration Salts),7
12/3/2024,ORS (Oral Rehydration Salts),8
13/03/2024,ORS (Oral Rehydration Salts),9
14/03/2024,ORS (Oral Rehydration Salts),18
15/03/2024,ORS (Oral Rehydration Salts),16
16/03/2024,ORS (Oral Rehydration Salts),12
17/03/2024,ORS (Oral Rehydration Salts),3
18/03/2024,ORS (Oral Rehydration Salts),3
19/03/2024,ORS (Oral Rehydration Salts),6
20/03/2024,ORS (Oral Rehydration Salts),3
21/03/2024,ORS (Oral Rehydration Salts),17
22/03/2024,ORS (Oral Rehydration Salts),12
23/03/2024,ORS (Oral Rehydration Salts),9
24/03/2024,ORS (Oral Rehydration Salts),17
25/03/2024,ORS (Oral Rehydration Salts),12
26/03/2024,ORS (Oral Rehydration Salts),8
27/03/2024,ORS (Oral Rehydration Salts),16
28/03/2024,ORS (Oral Rehydration Salts),17
29/03/2024,ORS (Oral Rehydration Salts),2
30/03/2024,ORS (Oral Rehydration Salts),5
31/03/2024,ORS (Oral Rehydration Salts),14
1/4/2024,ORS (Oral Rehydration Salts),5
2/4/2024,ORS (Oral Rehydration Salts),10
3/4/2024,ORS (Oral Rehydration Salts),5
4/4/2024,ORS (Oral Rehydration Salts),9
5/4/2024,ORS (Oral Rehydration Salts),6
6/4/2024,ORS (Oral Rehydration Salts),11
7/4/2024,ORS (Oral Rehydration Salts),11
8/4/2024,ORS (Oral Rehydration Salts),10
9/4/2024,ORS (Oral Rehydration Salts),14
10/4/2024,ORS (Oral Rehydration Salts),5
11/4/2024,ORS (Oral Rehydration Salts),10
12/4/2024,ORS (Oral Rehydration Salts),9
13/04/2024,ORS (Oral Rehydration Salts),12
14/04/2024,ORS (Oral Rehydration Salts),15
15/04/2024,ORS (Oral Rehydration Salts),7
16/04/2024,ORS (Oral Rehydration Salts),11
17/04/2024,ORS (Oral Rehydration Salts),13
18/04/2024,ORS (Oral Rehydration Salts),1
19/04/2024,ORS (Oral Rehydration Salts),2
20/04/2024,ORS (Oral Rehydration Salts),3
21/04/2024,ORS (Oral Rehydration Salts),13
22/04/2024,ORS (Oral Rehydration Salts),10
23/04/2024,ORS (Oral Rehydration Salts),9
24/04/2024,ORS (Oral Rehydration Salts),12
25/04/2024,ORS (Oral Rehydration Salts),2
26/04/2024,ORS (Oral Rehydration Salts),4
27/04/2024,ORS (Oral Rehydration Salts),15
28/04/2024,ORS (Oral Rehydration Salts),1
29/04/2024,ORS (Oral Rehydration Salts),7
30/04/2024,ORS (Oral Rehydration Salts),22
1/5/2024,ORS (Oral Rehydration Salts),6
2/5/2024,ORS (Oral Rehydration Salts),9
3/5/2024,ORS (Oral Rehydration Salts),14
4/5/2024,ORS (Oral Rehydration Salts),12
5/5/2024,ORS (Oral Rehydration Salts),5
6/5/2024,ORS (Oral Rehydration Salts),9
7/5/2024,ORS (Oral Rehydration Salts),7
8/5/2024,ORS (Oral Rehydration Salts),13
9/5/2024,ORS (Oral Rehydration Salts),10
10/5/2024,ORS (Oral Rehydration Salts),12
11/5/2024,ORS (Oral Rehydration Salts),11
12/5/2024,ORS (Oral Rehydration Salts),4
13/05/2024,ORS (Oral Rehydration Salts),9
14/05/2024,ORS (Oral Rehydration Salts),12
15/05/2024,ORS (Oral Rehydration Salts),13
16/05/2024,ORS (Oral Rehydration Salts),7
17/05/2024,ORS (Oral Rehydration Salts),6
18/05/2024,ORS (Oral Rehydration Salts),14
19/05/2024,ORS (Oral Rehydration Salts),2
20/05/2024,ORS (Oral Rehydration Salts),9
21/05/2024,ORS (Oral Rehydration Salts),8
22/05/2024,ORS (Oral Rehydration Salts),16
23/05/2024,ORS (Oral Rehydration Salts),12
24/05/2024,ORS (Oral Rehydration Salts),10
25/05/2024,ORS (Oral Rehydration Salts),5
26/05/2024,ORS (Oral Rehydration Salts),18
27/05/2024,ORS (Oral Rehydration Salts),10
28/05/2024,ORS (Oral Rehydration Salts),16
29/05/2024,ORS (Oral Rehydration Salts),11
30/05/2024,ORS (Oral Rehydration Salts),7
31/05/2024,ORS (Oral Rehydration Salts),20
1/6/2024,ORS (Oral Rehydration Salts),2
2/6/2024,ORS (Oral Rehydration Salts),5
3/6/2024,ORS (Oral Rehydration Salts),4
4/6/2024,ORS (Oral Rehydration Salts),3
5/6/2024,ORS (Oral Rehydration Salts),8
6/6/2024,ORS (Oral Rehydration Salts),20
7/6/2024,ORS (Oral Rehydration Salts),4
8/6/2024,ORS (Oral Rehydration Salts),6
9/6/2024,ORS (Oral Rehydration Salts),12
10/6/2024,ORS (Oral Rehydration Salts),11
11/6/2024,ORS (Oral Rehydration Salts),5
12/6/2024,ORS (Oral Rehydration Salts),9
13/06/2024,ORS (Oral Rehydration Salts),16
14/06/2024,ORS (Oral Rehydration Salts),6
15/06/2024,ORS (Oral Rehydration Salts),9
16/06/2024,ORS (Oral Rehydration Salts),12
17/06/2024,ORS (Oral Rehydration Salts),3
18/06/2024,ORS (Oral Rehydration Salts),6
19/06/2024,ORS (Oral Rehydration Salts),9
20/06/2024,ORS (Oral Rehydration Salts),15
21/06/2024,ORS (Oral Rehydration Salts),11
22/06/2024,ORS (Oral Rehydration Salts),6
23/06/2024,ORS (Oral Rehydration Salts),11
24/06/2024,ORS (Oral Rehydration Salts),14
25/06/2024,ORS (Oral Rehydration Salts),5
26/06/2024,ORS (Oral Rehydration Salts),6
27/06/2024,ORS (Oral Rehydration Salts),10
28/06/2024,ORS (Oral Rehydration Salts),8
29/06/2024,ORS (Oral Rehydration Salts),4
30/06/2024,ORS (Oral Rehydration Salts),8
1/7/2024,ORS (Oral Rehydration Salts),13
2/7/2024,ORS (Oral Rehydration Salts),2
3/7/2024,ORS (Oral Rehydration Salts),8
4/7/2024,ORS (Oral Rehydration Salts),16
5/7/2024,ORS (Oral Rehydration Salts),18
6/7/2024,ORS (Oral Rehydration Salts),4
7/7/2024,ORS (Oral Rehydration Salts),10
8/7/2024,ORS (Oral Rehydration Salts),9
9/7/2024,ORS (Oral Rehydration Salts),5
10/7/2024,ORS (Oral Rehydration Salts),23
11/7/2024,ORS (Oral Rehydration Salts),17
12/7/2024,ORS (Oral Rehydration Salts),3
13/07/2024,ORS (Oral Rehydration Salts),10
14/07/2024,ORS (Oral Rehydration Salts),12
15/07/2024,ORS (Oral Rehydration Salts),28
16/07/2024,ORS (Oral Rehydration Salts),16
17/07/2024,ORS (Oral Rehydration Salts),11
18/07/2024,ORS (Oral Rehydration Salts),12
19/07/2024,ORS (Oral Rehydration Salts),9
20/07/2024,ORS (Oral Rehydration Salts),11
21/07/2024,ORS (Oral Rehydration Salts),11
22/07/2024,ORS (Oral Rehydration Salts),17
23/07/2024,ORS (Oral Rehydration Salts),16
24/07/2024,ORS (Oral Rehydration Salts),9
25/07/2024,ORS (Oral Rehydration Salts),12
26/07/2024,ORS (Oral Rehydration Salts),14
27/07/2024,ORS (Oral Rehydration Salts),19
28/07/2024,ORS (Oral Rehydration Salts),5
29/07/2024,ORS (Oral Rehydration Salts),15
30/07/2024,ORS (Oral Rehydration Salts),16
31/07/2024,ORS (Oral Rehydration Salts),17
1/8/2024,ORS (Oral Rehydration Salts),7
2/8/2024,ORS (Oral Rehydration Salts),19
3/8/2024,ORS (Oral Rehydration Salts),26
4/8/2024,ORS (Oral Rehydration Salts),16
5/8/2024,ORS (Oral Rehydration Salts),31
6/8/2024,ORS (Oral Rehydration Salts),21
7/8/2024,ORS (Oral Rehydration Salts),18
8/8/2024,ORS (Oral Rehydration Salts),15
9/8/2024,ORS (Oral Rehydration Salts),12
10/8/2024,ORS (Oral Rehydration Salts),19
11/8/2024,ORS (Oral Rehydration Salts),13
12/8/2024,ORS (Oral Rehydration Salts),25
13/08/2024,ORS (Oral Rehydration Salts),15
14/08/2024,ORS (Oral Rehydration Salts),20
15/08/2024,ORS (Oral Rehydration Salts),16
16/08/2024,ORS (Oral Rehydration Salts),14
17/08/2024,ORS (Oral Rehydration Salts),12
18/08/2024,ORS (Oral Rehydration Salts),12
19/08/2024,ORS (Oral Rehydration Salts),8
20/08/2024,ORS (Oral Rehydration Salts),15
21/08/2024,ORS (Oral Rehydration Salts),8
22/08/2024,ORS (Oral Rehydration Salts),13
23/08/2024,ORS (Oral Rehydration Salts),12
24/08/2024,ORS (Oral Rehydration Salts),17
25/08/2024,ORS (Oral Rehydration Salts),28
26/08/2024,ORS (Oral Rehydration Salts),13
27/08/2024,ORS (Oral Rehydration Salts),21
28/08/2024,ORS (Oral Rehydration Salts),6
29/08/2024,ORS (Oral Rehydration Salts),5
30/08/2024,ORS (Oral Rehydration Salts),20
31/08/2024,ORS (Oral Rehydration Salts),30
1/9/2024,ORS (Oral Rehydration Salts),16
2/9/2024,ORS (Oral Rehydration Salts),16
3/9/2024,ORS (Oral Rehydration Salts),9
4/9/2024,ORS (Oral Rehydration Salts),5
5/9/2024,ORS (Oral Rehydration Salts),10
6/9/2024,ORS (Oral Rehydration Salts),8
7/9/2024,ORS (Oral Rehydration Salts),24
8/9/2024,ORS (Oral Rehydration Salts),13
9/9/2024,ORS (Oral Rehydration Salts),13
10/9/2024,ORS (Oral Rehydration Salts),20
11/9/2024,ORS (Oral Rehydration Salts),16
12/9/2024,ORS (Oral Rehydration Salts),20
13/09/2024,ORS (Oral Rehydration Salts),15
14/09/2024,ORS (Oral Rehydration Salts),18
15/09/2024,ORS (Oral Rehydration Salts),17
16/09/2024,ORS (Oral Rehydration Salts),15
17/09/2024,ORS (Oral Rehydration Salts),25
18/09/2024,ORS (Oral Rehydration Salts),15
19/09/2024,ORS (Oral Rehydration Salts),15
20/09/2024,ORS (Oral Rehydration Salts),14
21/09/2024,ORS (Oral Rehydration Salts),22
22/09/2024,ORS (Oral Rehydration Salts),18
23/09/2024,ORS (Oral Rehydration Salts),25
24/09/2024,ORS (Oral Rehydration Salts),25
25/09/2024,ORS (Oral Rehydration Salts),17
26/09/2024,ORS (Oral Rehydration Salts),24
27/09/2024,ORS (Oral Rehydration Salts),19
28/09/2024,ORS (Oral Rehydration Salts),18
29/09/2024,ORS (Oral Rehydration Salts),8
30/09/2024,ORS (Oral Rehydration Salts),17
1/10/2024,ORS (Oral Rehydration Salts),18
2/10/2024,ORS (Oral Rehydration Salts),6
3/10/2024,ORS (Oral Rehydration Salts),11
4/10/2024,ORS (Oral Rehydration Salts),6
5/10/2024,ORS (Oral Rehydration Salts),20
6/10/2024,ORS (Oral Rehydration Salts),7
7/10/2024,ORS (Oral Rehydration Salts),17
8/10/2024,ORS (Oral Rehydration Salts),10
9/10/2024,ORS (Oral Rehydration Salts),12
10/10/2024,ORS (Oral Rehydration Salts),9
11/10/2024,ORS (Oral Rehydration Salts),9
12/10/2024,ORS (Oral Rehydration Salts),10
13/10/2024,ORS (Oral Rehydration Salts),15
14/10/2024,ORS (Oral Rehydration Salts),8
15/10/2024,ORS (Oral Rehydration Salts),11
16/10/2024,ORS (Oral Rehydration Salts),11
17/10/2024,ORS (Oral Rehydration Salts),15
18/10/2024,ORS (Oral Rehydration Salts),12
19/10/2024,ORS (Oral Rehydration Salts),12
20/10/2024,ORS (Oral Rehydration Salts),20
21/10/2024,ORS (Oral Rehydration Salts),21
22/10/2024,ORS (Oral Rehydration Salts),21
23/10/2024,ORS (Oral Rehydration Salts),15
24/10/2024,ORS (Oral Rehydration Salts),11
25/10/2024,ORS (Oral Rehydration Salts),11
26/10/2024,ORS (Oral Rehydration Salts),11
27/10/2024,ORS (Oral Rehydration Salts),12
28/10/2024,ORS (Oral Rehydration Salts),10
29/10/2024,ORS (Oral Rehydration Salts),16
30/10/2024,ORS (Oral Rehydration Salts),13
31/10/2024,ORS (Oral Rehydration Salts),16
1/11/2024,ORS (Oral Rehydration Salts),5
2/11/2024,ORS (Oral Rehydration Salts),0
3/11/2024,ORS (Oral Rehydration Salts),4
4/11/2024,ORS (Oral Rehydration Salts),10
5/11/2024,ORS (Oral Rehydration Salts),3
6/11/2024,ORS (Oral Rehydration Salts),10
7/11/2024,ORS (Oral Rehydration Salts),9
8/11/2024,ORS (Oral Rehydration Salts),10
9/11/2024,ORS (Oral Rehydration Salts),12
10/11/2024,ORS (Oral Rehydration Salts),9
11/11/2024,ORS (Oral Rehydration Salts),8
12/11/2024,ORS (Oral Rehydration Salts),8
13/11/2024,ORS (Oral Rehydration Salts),4
14/11/2024,ORS (Oral Rehydration Salts),14
15/11/2024,ORS (Oral Rehydration Salts),8
16/11/2024,ORS (Oral Rehydration Salts),14
17/11/2024,ORS (Oral Rehydration Salts),12
18/11/2024,ORS (Oral Rehydration Salts),6
19/11/2024,ORS (Oral Rehydration Salts),16
20/11/2024,ORS (Oral Rehydration Salts),15
21/11/2024,ORS (Oral Rehydration Salts),0
22/11/2024,ORS (Oral Rehydration Salts),3
23/11/2024,ORS (Oral Rehydration Salts),9
24/11/2024,ORS (Oral Rehydration Salts),7
25/11/2024,ORS (Oral Rehydration Salts),5
26/11/2024,ORS (Oral Rehydration Salts),9
27/11/2024,ORS (Oral Rehydration Salts),15
28/11/2024,ORS (Oral Rehydration Salts),9
29/11/2024,ORS (Oral Rehydration Salts),6
30/11/2024,ORS (Oral Rehydration Salts),23
1/12/2024,ORS (Oral Rehydration Salts),13
2/12/2024,ORS (Oral Rehydration Salts),11
3/12/2024,ORS (Oral Rehydration Salts),12
4/12/2024,ORS (Oral Rehydration Salts),8
5/12/2024,ORS (Oral Rehydration Salts),17
6/12/2024,ORS (Oral Rehydration Salts),3
7/12/2024,ORS (Oral Rehydration Salts),7
8/12/2024,ORS (Oral Rehydration Salts),11
9/12/2024,ORS (Oral Rehydration Salts),12
10/12/2024,ORS (Oral Rehydration Salts),15
11/12/2024,ORS (Oral Rehydration Salts),4
12/12/2024,ORS (Oral Rehydration Salts),5
13/12/2024,ORS (Oral Rehydration Salts),6
14/12/2024,ORS (Oral Rehydration Salts),9
15/12/2024,ORS (Oral Rehydration Salts),7
16/12/2024,ORS (Oral Rehydration Salts),8
17/12/2024,ORS (Oral Rehydration Salts),4
18/12/2024,ORS (Oral Rehydration Salts),14
19/12/2024,ORS (Oral Rehydration Salts),4
20/12/2024,ORS (Oral Rehydration Salts),6
21/12/2024,ORS (Oral Rehydration Salts),3
22/12/2024,ORS (Oral Rehydration Salts),11
23/12/2024,ORS (Oral Rehydration Salts),1
24/12/2024,ORS (Oral Rehydration Salts),4
25/12/2024,ORS (Oral Rehydration Salts),8
26/12/2024,ORS (Oral Rehydration Salts),6
27/12/2024,ORS (Oral Rehydration Salts),3
28/12/2024,ORS (Oral Rehydration Salts),11
29/12/2024,ORS (Oral Rehydration Salts),5
30/12/2024,ORS (Oral Rehydration Salts),3
31/12/2024,ORS (Oral Rehydration Salts),18
1/1/2025,ORS (Oral Rehydration Salts),6
2/1/2025,ORS (Oral Rehydration Salts),6
3/1/2025,ORS (Oral Rehydration Salts),11
4/1/2025,ORS (Oral Rehydration Salts),12
5/1/2025,ORS (Oral Rehydration Salts),8
6/1/2025,ORS (Oral Rehydration Salts),11
7/1/2025,ORS (Oral Rehydration Salts),10
8/1/2025,ORS (Oral Rehydration Salts),9
9/1/2025,ORS (Oral Rehydration Salts),13
10/1/2025,ORS (Oral Rehydration Salts),16
11/1/2025,ORS (Oral Rehydration Salts),16
12/1/2025,ORS (Oral Rehydration Salts),8
13/01/2025,ORS (Oral Rehydration Salts),14
14/01/2025,ORS (Oral Rehydration Salts),10
15/01/2025,ORS (Oral Rehydration Salts),15
16/01/2025,ORS (Oral Rehydration Salts),18
17/01/2025,ORS (Oral Rehydration Salts),2
18/01/2025,ORS (Oral Rehydration Salts),25
19/01/2025,ORS (Oral Rehydration Salts),16
20/01/2025,ORS (Oral Rehydration Salts),17
21/01/2025,ORS (Oral Rehydration Salts),3
22/01/2025,ORS (Oral Rehydration Salts),15
23/01/2025,ORS (Oral Rehydration Salts),18
24/01/2025,ORS (Oral Rehydration Salts),7
25/01/2025,ORS (Oral Rehydration Salts),14
26/01/2025,ORS (Oral Rehydration Salts),10
27/01/2025,ORS (Oral Rehydration Salts),15
28/01/2025,ORS (Oral Rehydration Salts),7
29/01/2025,ORS (Oral Rehydration Salts),16
30/01/2025,ORS (Oral Rehydration Salts),10
31/01/2025,ORS (Oral Rehydration Salts),21
1/2/2025,ORS (Oral Rehydration Salts),8
2/2/2025,ORS (Oral Rehydration Salts),15
3/2/2025,ORS (Oral Rehydration Salts),13
4/2/2025,ORS (Oral Rehydration Salts),2
5/2/2025,ORS (Oral Rehydration Salts),11
6/2/2025,ORS (Oral Rehydration Salts),1
7/2/2025,ORS (Oral Rehydration Salts),11
8/2/2025,ORS (Oral Rehydration Salts),14
9/2/2025,ORS (Oral Rehydration Salts),18
10/2/2025,ORS (Oral Rehydration Salts),11
11/2/2025,ORS (Oral Rehydration Salts),7
12/2/2025,ORS (Oral Rehydration Salts),4
13/02/2025,ORS (Oral Rehydration Salts),6
14/02/2025,ORS (Oral Rehydration Salts),16
15/02/2025,ORS (Oral Rehydration Salts),10
16/02/2025,ORS (Oral Rehydration Salts),13
17/02/2025,ORS (Oral Rehydration Salts),16
18/02/2025,ORS (Oral Rehydration Salts),12
19/02/2025,ORS (Oral Rehydration Salts),4
20/02/2025,ORS (Oral Rehydration Salts),20
1/1/2024,Paedi Care ORS (Lemon),8
2/1/2024,Paedi Care ORS (Lemon),3
3/1/2024,Paedi Care ORS (Lemon),13
4/1/2024,Paedi Care ORS (Lemon),12
5/1/2024,Paedi Care ORS (Lemon),14
6/1/2024,Paedi Care ORS (Lemon),10
7/1/2024,Paedi Care ORS (Lemon),12
8/1/2024,Paedi Care ORS (Lemon),14
9/1/2024,Paedi Care ORS (Lemon),12
10/1/2024,Paedi Care ORS (Lemon),9
11/1/2024,Paedi Care ORS (Lemon),7
12/1/2024,Paedi Care ORS (Lemon),5
13/01/2024,Paedi Care ORS (Lemon),10
14/01/2024,Paedi Care ORS (Lemon),4
15/01/2024,Paedi Care ORS (Lemon),11
16/01/2024,Paedi Care ORS (Lemon),11
